Nombre Jugador,Fecha Nacimiento,Posicion,Posicion Secundaria,Equipo,Division,Video,Link Jugador,Valor de Mercado,Valor negociado,V Region,Nacionalidad,Extranjero,Valoracion
Matías Faúndez,14/06/2001,Mediocentro ofensivo,Mediocentro ofensivo,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/matias-faundez/profil/spieler/895818,Sin valor,,No,Chile,No,Predeterminado
Víctor Campos,24/09/1997,Extremo izquierdo,Mediocentro ofensivo,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/victor-campos/profil/spieler/371821,100 mil €,,No,Chile,No,Predeterminado
Alfredo Ábalos,17/03/1986,Extremo izquierdo,Extremo derecho,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/alfredo-abalos/profil/spieler/501243,100 mil €,,No,Argentina,Si,Predeterminado
Carlos Hormazábal,19/02/2004,Extremo izquierdo,Extremo izquierdo,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/carlos-hormazabal/profil/spieler/1230622,Sin valor,,No,Chile,No,Predeterminado
Martín Díaz,17/04/2007,Extremo izquierdo,Extremo derecho,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/martin-diaz/profil/spieler/1237885,Sin valor,,No,Chile,No,Predeterminado
Sergio Vergara,25/04/1994,Extremo derecho,Extremo izquierdo,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/sergio-vergara/profil/spieler/391046,750 mil €,,No,Chile,No,Predeterminado
Gonzalo Reyes,05/09/1995,Extremo derecho,Extremo izquierdo,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/gonzalo-reyes/profil/spieler/319479,150 mil €,,No,Chile,No,Predeterminado
Manuel Lolas,11/01/2004,Extremo derecho,Extremo izquierdo,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/manuel-lolas/profil/spieler/881121,150 mil €,,No,Chile,No,Predeterminado
Ignacio Ibáñez,08/10/1996,Extremo derecho,Extremo izquierdo,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/ignacio-ibanez/profil/spieler/378032,75 mil €,,No,Chile,No,Predeterminado
José Tomás Herrera,30/09/2002,Extremo derecho,Delantero centro,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/jose-tomas-herrera/profil/spieler/927465,50 mil €,,No,Chile,No,Predeterminado
Javier Araya,28/01/2006,Extremo derecho,Extremo izquierdo,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/javier-araya/profil/spieler/1048102,Sin valor,,No,Chile,No,Predeterminado
Lionel Altamirano,11/11/1992,Delantero centro,Delantero centro,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/lionel-altamirano/profil/spieler/266779,350 mil €,,No,Argentina,Si,Predeterminado
Lucas Fierro,19/12/1997,Delantero centro,Delantero centro,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/lucas-fierro/profil/spieler/534261,225 mil €,,No,Chile,No,Predeterminado
Gustavo Gotti,20/10/1993,Delantero centro,Delantero centro,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/gustavo-gotti/profil/spieler/267595,175 mil €,,No,Argentina,Si,Predeterminado
Marco Sebastián Pol,14/03/1988,Delantero centro,Extremo derecho,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/marco-sebastian-pol/profil/spieler/200609,150 mil €,,No,Argentina,Si,Predeterminado
Milton Alegre,14/08/1991,Delantero centro,Delantero centro,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/milton-alegre/profil/spieler/164356,50 mil €,,No,Argentina,Si,Predeterminado
Yerko Urra,09/07/1996,Portero,Portero,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/yerko-urra/profil/spieler/408568,300 mil €,,No,Chile,No,Predeterminado
Elías Hartard,18/05/1987,Portero,Portero,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/elias-hartard/profil/spieler/182208,50 mil €,,No,Chile,No,Predeterminado
Franco Quijada,22/11/2006,Portero,Portero,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/franco-quijada/profil/spieler/1234256,Sin valor,,No,Chile,No,Predeterminado
Gabriel Degenhardt,02/02/2004,Portero,Portero,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/gabriel-degenhardt/profil/spieler/1290530,Sin valor,,No,Argentina,Si,Predeterminado
Juan José Garrido,24/05/2003,Portero,Portero,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/juan-jose-garrido/profil/spieler/1108479,Sin valor,,No,Chile,No,Predeterminado
Claudio Álvarez,08/05/2005,Portero,Portero,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/claudio-alvarez/profil/spieler/1234255,Sin valor,,No,Chile,No,Predeterminado
Nicolás Olivera,17/02/1993,Defensa central,Defensa central,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/nicolas-olivera/profil/spieler/343593,400 mil €,,No,Uruguay,Si,Predeterminado
Raúl Osorio,29/06/1995,Defensa central,Lateral izquierdo,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/raul-osorio/profil/spieler/319474,400 mil €,,No,Chile,No,Predeterminado
Víctor González Chang,30/05/1994,Defensa central,Lateral derecho,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/victor-gonzalez-chang/profil/spieler/740260,325 mil €,,No,Chile,No,Predeterminado
Alan Alegre,03/02/1991,Defensa central,Defensa central,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/alan-alegre/profil/spieler/238117,150 mil €,,No,Argentina,Si,Predeterminado
Gonzalo Villegas,02/11/1992,Defensa central,Lateral izquierdo,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/gonzalo-villegas/profil/spieler/533445,150 mil €,,No,Chile,No,Predeterminado
Vicente Concha,11/03/2002,Defensa central,Lateral derecho,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/vicente-concha/profil/spieler/924182,100 mil €,,No,Chile,No,Predeterminado
Frank Valenzuela,07/11/2001,Defensa central,Defensa central,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/frank-valenzuela/profil/spieler/895537,50 mil €,,No,Chile,No,Predeterminado
Diego Torres Quintana,31/07/1992,Lateral izquierdo,Pivote,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/diego-torres-quintana/profil/spieler/227888,350 mil €,,No,Chile,No,Predeterminado
Joaquín López,09/05/1999,Lateral izquierdo,Lateral izquierdo,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/joaquin-lopez/profil/spieler/583925,100 mil €,,No,Chile,No,Predeterminado
Diego Sobarzo,03/06/2002,Lateral izquierdo,Defensa central,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/diego-sobarzo/profil/spieler/843076,75 mil €,,No,Chile,No,Predeterminado
José Navarrete,25/01/1998,Lateral derecho,Interior derecho,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/jose-navarrete/profil/spieler/751964,150 mil €,,No,Chile,No,Predeterminado
Vicente Lavín,14/02/2003,Lateral derecho,Defensa central,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/vicente-lavin/profil/spieler/919184,50 mil €,,No,Chile,No,Predeterminado
Lukas Neculhueque,03/08/2002,Lateral derecho,Defensa central,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/lukas-neculhueque/profil/spieler/1129278,Sin valor,,No,Chile,No,Predeterminado
Agustín Peñailillo,05/03/2003,Lateral derecho,Defensa central,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/agustin-penailillo/profil/spieler/1112149,Sin valor,,No,Chile,No,Predeterminado
Camilo Núñez,06/03/1994,Pivote,Mediocentro,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/camilo-nunez/profil/spieler/388346,325 mil €,,No,Uruguay,Si,Predeterminado
Benjamín Rivera,23/10/1999,Pivote,Defensa central,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/benjamin-rivera/profil/spieler/530515,225 mil €,,No,Chile,No,Predeterminado
Claudio Zamorano,25/08/1998,Pivote,Mediocentro,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/claudio-zamorano/profil/spieler/548898,225 mil €,,No,Chile,No,Predeterminado
Paulo Contreras,19/04/2005,Pivote,Pivote,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/paulo-contreras/profil/spieler/928470,25 mil €,,No,Chile,No,Predeterminado
Matías Abisab,10/09/1993,Mediocentro,Mediocentro ofensivo,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/matias-abisab/profil/spieler/213994,450 mil €,,No,Uruguay,Si,Predeterminado
Byron Bustamante,03/02/1995,Mediocentro,Mediocentro ofensivo,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/byron-bustamante/profil/spieler/513365,300 mil €,,No,Chile,No,Predeterminado
Alejandro Márquez,31/10/1991,Mediocentro,Lateral derecho,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/alejandro-marquez/profil/spieler/172591,175 mil €,,No,Chile,No,Predeterminado
Tomás Andrades,31/08/2000,Mediocentro,Mediocentro ofensivo,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/tomas-andrades/profil/spieler/843085,75 mil €,,No,Chile,No,Predeterminado
Julio Velásquez,14/10/2003,Mediocentro,Mediocentro ofensivo,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/julio-velasquez/profil/spieler/1005978,50 mil €,,No,Chile,No,Predeterminado
Franco Cortés,07/08/2000,Mediocentro,Lateral izquierdo,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/franco-cortes/profil/spieler/895516,25 mil €,,No,Chile,No,Predeterminado
Mathiias Ithal,07/02/2006,Mediocentro,Mediocentro ofensivo,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/mathiias-ithal/profil/spieler/1173801,Sin valor,,No,Chile,No,Predeterminado
Mauro González,31/08/1996,Mediocentro ofensivo,Mediocentro,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/mauro-gonzalez/profil/spieler/383636,350 mil €,,No,Argentina,Si,Predeterminado
Fabián Espinoza,01/06/1998,Mediocentro ofensivo,Extremo derecho,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/fabian-espinoza/profil/spieler/574496,100 mil €,,No,Chile,No,Predeterminado
Santiago Camacho,25/01/1997,Mediocentro ofensivo,Mediocentro ofensivo,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/santiago-camacho/profil/spieler/538882,50 mil €,,No,Argentina,Si,Predeterminado
Vicente Aros,10/03/2007,Mediocentro ofensivo,Extremo derecho,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/vicente-aros/profil/spieler/1173785,Sin valor,,No,Chile,No,Predeterminado
Fabián Núñez,25/06/1992,Extremo izquierdo,Mediocentro,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/fabian-nunez/profil/spieler/184282,300 mil €,,No,Chile,No,Predeterminado
Damián González,05/01/1993,Extremo izquierdo,Extremo derecho,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/damian-gonzalez/profil/spieler/239909,250 mil €,,No,Uruguay,Si,Predeterminado
Rodrigo Gómez,20/04/2003,Extremo izquierdo,Extremo derecho,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/rodrigo-gomez/profil/spieler/1190654,Sin valor,,No,Argentina,Si,Predeterminado
Damián Sáez,29/08/2001,Extremo derecho,Extremo izquierdo,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/damian-saez/profil/spieler/843073,100 mil €,,No,Chile,No,Predeterminado
Bastián Escobar,18/02/2006,Extremo derecho,Extremo izquierdo,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/bastian-escobar/profil/spieler/1108482,Sin valor,,No,Chile,No,Predeterminado
Germán Estigarribia,06/03/1997,Delantero centro,Extremo derecho,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/german-estigarribia/profil/spieler/526865,425 mil €,,No,Argentina,Si,Predeterminado
Julio Castro,19/08/1996,Delantero centro,Extremo izquierdo,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/julio-castro/profil/spieler/534273,400 mil €,,No,Chile,No,Predeterminado
Luis Acevedo,05/10/1996,Delantero centro,Delantero centro,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/luis-acevedo/profil/spieler/555174,400 mil €,,No,Uruguay,Si,Predeterminado
Óscar Salinas,26/06/1988,Delantero centro,Extremo izquierdo,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/oscar-salinas/profil/spieler/156147,275 mil €,,No,Chile,No,Predeterminado
Zederick Vega,08/01/2000,Delantero centro,Extremo izquierdo,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/zederick-vega/profil/spieler/491649,175 mil €,,No,Chile,No,Predeterminado
Camilo Melivilú,08/09/1993,Delantero centro,Delantero centro,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/camilo-melivilu/profil/spieler/239535,125 mil €,,No,Chile,No,Predeterminado
Diego Sánchez,30/07/1999,Delantero centro,Delantero centro,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/diego-sanchez/profil/spieler/801216,125 mil €,,No,Uruguay,Si,Predeterminado
Gustavo Castro,03/01/2001,Delantero centro,Extremo izquierdo,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/gustavo-castro/profil/spieler/886395,25 mil €,,No,Chile,No,Predeterminado
Emilio Moreno,09/01/2004,Delantero centro,Extremo derecho,Deportes Temuco,Primera B Chile,,https://www.transfermarkt.es/emilio-moreno/profil/spieler/1108481,Sin valor,,No,Chile,No,Predeterminado
Eduardo Miranda,03/10/1992,Portero,Portero,Santiago Wanderers,Primera B Chile,,https://www.transfermarkt.es/eduardo-miranda/profil/spieler/189798,75 mil €,,Si,Chile,No,Predeterminado
Fernando Hurtado,05/04/1983,Portero,Portero,Santiago Wanderers,Primera B Chile,,https://www.transfermarkt.es/fernando-hurtado/profil/spieler/89712,50 mil €,,Si,Chile,No,Predeterminado
Vicente Lagos,29/03/2002,Portero,Portero,Santiago Wanderers,Primera B Chile,,https://www.transfermarkt.es/vicente-lagos/profil/spieler/1041287,Sin valor,,Si,Chile,No,Predeterminado
Cristóbal González,28/04/2003,Portero,Portero,Santiago Wanderers,Primera B Chile,,https://www.transfermarkt.es/cristobal-gonzalez/profil/spieler/1260094,Sin valor,,Si,Chile,No,Predeterminado
Felipe Terrazas,14/03/2005,Portero,Portero,Santiago Wanderers,Primera B Chile,,https://www.transfermarkt.es/felipe-terrazas/profil/spieler/1238261,Sin valor,,Si,Chile,No,Predeterminado
Andrés Barboza,23/07/1994,Defensa central,Pivote,Santiago Wanderers,Primera B Chile,,https://www.transfermarkt.es/andres-barboza/profil/spieler/227914,325 mil €,,Si,Uruguay,Si,Predeterminado
Claudio Meneses,05/02/1988,Defensa central,Pivote,Santiago Wanderers,Primera B Chile,,https://www.transfermarkt.es/claudio-meneses/profil/spieler/139076,200 mil €,,Si,Chile,No,Predeterminado
Danilo Ortíz,28/07/1992,Defensa central,Lateral izquierdo,Santiago Wanderers,Primera B Chile,,https://www.transfermarkt.es/danilo-ortiz/profil/spieler/265590,125 mil €,,Si,Paraguay,Si,Predeterminado
Marcos Velásquez,23/06/1988,Defensa central,Defensa central,Santiago Wanderers,Primera B Chile,,https://www.transfermarkt.es/marcos-velasquez/profil/spieler/89773,100 mil €,,Si,Chile,No,Predeterminado
Víctor Espinoza,14/03/1999,Defensa central,Lateral derecho,Santiago Wanderers,Primera B Chile,,https://www.transfermarkt.es/victor-espinoza/profil/spieler/699313,75 mil €,,Si,Chile,No,Predeterminado
Taizo Bahamondez,28/04/2007,Defensa central,Defensa central,Santiago Wanderers,Primera B Chile,,https://www.transfermarkt.es/taizo-bahamondez/profil/spieler/1177392,Sin valor,,Si,Chile,No,Predeterminado
Benjamín Araya,26/01/2004,Defensa central,Lateral izquierdo,Santiago Wanderers,Primera B Chile,,https://www.transfermarkt.es/benjamin-araya/profil/spieler/1260096,Sin valor,,Si,Chile,No,Predeterminado
Diego Torres Quintana,31/07/1992,Lateral izquierdo,Pivote,Santiago Wanderers,Primera B Chile,,https://www.transfermarkt.es/diego-torres-quintana/profil/spieler/227888,350 mil €,,Si,Chile,No,Predeterminado
John Santander,15/05/1994,Lateral izquierdo,Interior izquierdo,Santiago Wanderers,Primera B Chile,,https://www.transfermarkt.es/john-santander/profil/spieler/245639,250 mil €,,Si,Chile,No,Predeterminado
Franco Cubillos,08/04/2001,Lateral izquierdo,Defensa central,Santiago Wanderers,Primera B Chile,,https://www.transfermarkt.es/franco-cubillos/profil/spieler/844298,50 mil €,,Si,Chile,No,Predeterminado
Jason León,11/05/2000,Lateral izquierdo,Mediocentro,Santiago Wanderers,Primera B Chile,,https://www.transfermarkt.es/jason-leon/profil/spieler/740263,50 mil €,,Si,Chile,No,Predeterminado
Kevin Vásquez,27/06/1997,Lateral derecho,Lateral izquierdo,Santiago Wanderers,Primera B Chile,,https://www.transfermarkt.es/kevin-vasquez/profil/spieler/416524,300 mil €,,Si,Chile,No,Predeterminado
Víctor Retamal,06/03/1998,Lateral derecho,Mediocentro,Santiago Wanderers,Primera B Chile,,https://www.transfermarkt.es/victor-retamal/profil/spieler/567415,250 mil €,,Si,Chile,No,Predeterminado
Enzo Ormeño,11/01/2000,Lateral derecho,Mediocentro,Santiago Wanderers,Primera B Chile,,https://www.transfermarkt.es/enzo-ormeno/profil/spieler/728524,200 mil €,,Si,Chile,No,Predeterminado
Axel Herrera,09/03/2001,Lateral derecho,Interior derecho,Santiago Wanderers,Primera B Chile,,https://www.transfermarkt.es/axel-herrera/profil/spieler/699317,100 mil €,,Si,Chile,No,Predeterminado
Joaquín Campano,08/08/2003,Lateral derecho,Lateral derecho,Santiago Wanderers,Primera B Chile,,https://www.transfermarkt.es/joaquin-campano/profil/spieler/1260123,Sin valor,,Si,Chile,No,Predeterminado
Joaquín Pereyra,05/09/1994,Pivote,Mediocentro,Santiago Wanderers,Primera B Chile,,https://www.transfermarkt.es/joaquin-pereyra/profil/spieler/365823,200 mil €,,Si,Uruguay,Si,Predeterminado
Sebastián Martínez,06/06/1993,Pivote,Mediocentro,Santiago Wanderers,Primera B Chile,,https://www.transfermarkt.es/sebastian-martinez/profil/spieler/207393,200 mil €,,Si,Chile,No,Predeterminado
Sebastián Contreras,15/04/2004,Centrocampista,Centrocampista,Santiago Wanderers,Primera B Chile,,https://www.transfermarkt.es/sebastian-contreras/profil/spieler/1260128,Sin valor,,Si,Chile,No,Predeterminado
Brayan Garrido,22/01/1999,Mediocentro,Interior derecho,Santiago Wanderers,Primera B Chile,,https://www.transfermarkt.es/brayan-garrido/profil/spieler/580294,600 mil €,,Si,Chile,No,Predeterminado
Jorge Gatica,17/06/1996,Mediocentro,Pivote,Santiago Wanderers,Primera B Chile,,https://www.transfermarkt.es/jorge-gatica/profil/spieler/529498,200 mil €,,Si,Chile,No,Predeterminado
Pablo Corral,16/01/1992,Mediocentro,Lateral derecho,Santiago Wanderers,Primera B Chile,,https://www.transfermarkt.es/pablo-corral/profil/spieler/179441,150 mil €,,Si,Chile,No,Predeterminado
Esteban Luco,30/12/2004,Mediocentro,Mediocentro,Santiago Wanderers,Primera B Chile,,https://www.transfermarkt.es/esteban-luco/profil/spieler/1327128,Sin valor,,Si,Chile,No,Predeterminado
