Nombre Jugador,Fecha Nacimiento,Posicion,Posicion Secundaria,Equipo,Division,Video,Link Jugador,Valor de Mercado,Valor negociado,V Region,Nacionalidad,Extranjero,Valoracion
Francisco Ayala,30/01/1989,Lateral izquierdo,Defensa central,Deportes Santa Cruz,Primera B Chile,,https://www.transfermarkt.es/francisco-ayala/profil/spieler/180296,75 mil €,,No,Chile,No,Predeterminado
José Navarrete,25/01/1998,Lateral derecho,Interior derecho,Deportes Santa Cruz,Primera B Chile,,https://www.transfermarkt.es/jose-navarrete/profil/spieler/751964,150 mil €,,No,Chile,No,Predeterminado
José Fernández,14/10/2003,Lateral derecho,Lateral derecho,Deportes Santa Cruz,Primera B Chile,,https://www.transfermarkt.es/jose-fernandez/profil/spieler/881152,Sin valor,,No,Chile,No,Predeterminado
Kevin Medel,24/05/1996,Pivote,Mediocentro,Deportes Santa Cruz,Primera B Chile,,https://www.transfermarkt.es/kevin-medel/profil/spieler/386173,250 mil €,,No,Chile,No,Predeterminado
Camilo Rencoret,04/01/1991,Pivote,Mediocentro,Deportes Santa Cruz,Primera B Chile,,https://www.transfermarkt.es/camilo-rencoret/profil/spieler/140043,200 mil €,,No,Chile,No,Predeterminado
Bryan Ogaz,09/06/2000,Pivote,Mediocentro,Deportes Santa Cruz,Primera B Chile,,https://www.transfermarkt.es/bryan-ogaz/profil/spieler/736529,150 mil €,,No,Chile,No,Predeterminado
Matías Santos,11/03/1994,Mediocentro,Mediocentro ofensivo,Deportes Santa Cruz,Primera B Chile,,https://www.transfermarkt.es/matias-santos/profil/spieler/240813,200 mil €,,No,Uruguay,Si,Predeterminado
Enzo Fernández,26/03/2002,Mediocentro,Mediocentro ofensivo,Deportes Santa Cruz,Primera B Chile,,https://www.transfermarkt.es/enzo-fernandez/profil/spieler/874331,Sin valor,,No,Chile,No,Predeterminado
Benjamín Miranda,08/03/2004,Mediocentro,Interior derecho,Deportes Santa Cruz,Primera B Chile,,https://www.transfermarkt.es/benjamin-miranda/profil/spieler/1108733,Sin valor,,No,Chile,No,Predeterminado
Iván Ledezma,19/07/1995,Mediocentro ofensivo,Mediocentro,Deportes Santa Cruz,Primera B Chile,,https://www.transfermarkt.es/ivan-ledezma/profil/spieler/345734,375 mil €,,No,Chile,No,Predeterminado
Rodrigo Cisterna,25/03/2002,Mediocentro ofensivo,Mediocentro,Deportes Santa Cruz,Primera B Chile,,https://www.transfermarkt.es/rodrigo-cisterna/profil/spieler/974842,350 mil €,,No,Chile,No,Predeterminado
Dilan Guzmán,31/01/2006,Mediocentro ofensivo,Extremo derecho,Deportes Santa Cruz,Primera B Chile,,https://www.transfermarkt.es/dilan-guzman/profil/spieler/1236923,Sin valor,,No,Chile,No,Predeterminado
Leandro Barrera,22/02/1991,Extremo izquierdo,Mediocentro ofensivo,Deportes Santa Cruz,Primera B Chile,,https://www.transfermarkt.es/leandro-barrera/profil/spieler/157897,200 mil €,,No,Argentina,Si,Predeterminado
Dilan Salgado,12/07/2003,Extremo izquierdo,Extremo derecho,Deportes Santa Cruz,Primera B Chile,,https://www.transfermarkt.es/dilan-salgado/profil/spieler/1029528,50 mil €,,No,Chile,No,Predeterminado
Mathías Pinto,13/07/1998,Extremo derecho,Delantero centro,Deportes Santa Cruz,Primera B Chile,,https://www.transfermarkt.es/mathias-pinto/profil/spieler/401701,375 mil €,,No,Chile,No,Predeterminado
Christopher Ojeda,25/07/1991,Extremo derecho,Extremo izquierdo,Deportes Santa Cruz,Primera B Chile,,https://www.transfermarkt.es/christopher-ojeda/profil/spieler/119413,150 mil €,,No,Chile,No,Predeterminado
Pedro Muñoz,09/06/1986,Extremo derecho,Extremo izquierdo,Deportes Santa Cruz,Primera B Chile,,https://www.transfermarkt.es/pedro-munoz/profil/spieler/89748,50 mil €,,No,Chile,No,Predeterminado
Diego González,21/02/1997,Delantero centro,Delantero centro,Deportes Santa Cruz,Primera B Chile,,https://www.transfermarkt.es/diego-gonzalez/profil/spieler/409089,250 mil €,,No,Uruguay,Si,Predeterminado
Cristian Duma,15/07/1996,Delantero centro,Delantero centro,Deportes Santa Cruz,Primera B Chile,,https://www.transfermarkt.es/cristian-duma/profil/spieler/729377,125 mil €,,No,Argentina,Si,Predeterminado
Cristóbal Muñoz,22/01/2002,Delantero centro,Delantero centro,Deportes Santa Cruz,Primera B Chile,,https://www.transfermarkt.es/cristobal-munoz/profil/spieler/873905,125 mil €,,No,Chile,No,Predeterminado
Matías Belmar,26/08/2002,Delantero centro,Extremo izquierdo,Deportes Santa Cruz,Primera B Chile,,https://www.transfermarkt.es/matias-belmar/profil/spieler/662754,50 mil €,,No,Chile,No,Predeterminado
Nicolás Temperini,09/02/1995,Portero,Portero,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/nicolas-temperini/profil/spieler/397300,75 mil €,,No,Argentina,Si,Predeterminado
Juan Dobboletta,06/01/1993,Portero,Portero,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/juan-dobboletta/profil/spieler/333915,75 mil €,,No,Argentina,Si,Predeterminado
Benjamín Tapia,22/10/2004,Portero,Portero,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/benjamin-tapia/profil/spieler/843075,50 mil €,,No,Chile,No,Predeterminado
Claudio Abarca,07/01/1994,Portero,Portero,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/claudio-abarca/profil/spieler/947648,Sin valor,,No,Chile,No,Predeterminado
Brayams Viveros,03/02/1992,Defensa central,Lateral izquierdo,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/brayams-viveros/profil/spieler/271218,175 mil €,,No,Chile,No,Predeterminado
Jorge González,02/02/1997,Defensa central,Defensa central,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/jorge-gonzalez/profil/spieler/930808,175 mil €,,No,Paraguay,Si,Predeterminado
Cristóbal Cáceres,04/04/1996,Defensa central,Pivote,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/cristobal-caceres/profil/spieler/529506,150 mil €,,No,Chile,No,Predeterminado
Daniel Vicencio,04/08/1992,Defensa central,Lateral derecho,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/daniel-vicencio/profil/spieler/200884,125 mil €,,No,Chile,No,Predeterminado
Gonzalo Medina,15/02/1998,Defensa central,Pivote,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/gonzalo-medina/profil/spieler/843066,50 mil €,,No,Chile,No,Predeterminado
Javier Rivera,19/10/1999,Defensa central,Lateral derecho,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/javier-rivera/profil/spieler/727856,25 mil €,,No,Chile,No,Predeterminado
Alberto Hernández,17/11/1998,Defensa central,Defensa central,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/alberto-hernandez/profil/spieler/844739,Sin valor,,No,Chile,No,Predeterminado
Hugo Rojo,03/06/2001,Defensa central,Lateral izquierdo,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/hugo-rojo/profil/spieler/994796,Sin valor,,No,Chile,No,Predeterminado
Fabián Píriz,25/01/1998,Lateral izquierdo,Pivote,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/fabian-piriz/profil/spieler/503778,375 mil €,,No,Uruguay,Si,Predeterminado
Korben Rojas,30/07/2000,Lateral izquierdo,Defensa central,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/korben-rojas/profil/spieler/843065,125 mil €,,No,Chile,No,Predeterminado
Agustín Gannat,13/01/2004,Lateral izquierdo,Extremo izquierdo,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/agustin-gannat/profil/spieler/1150016,Sin valor,,No,Chile,No,Predeterminado
Byron Hermosilla,19/11/2002,Lateral izquierdo,Lateral izquierdo,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/byron-hermosilla/profil/spieler/1109014,Sin valor,,No,Chile,No,Predeterminado
Augusto Barrios,03/10/1991,Lateral derecho,Mediocentro,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/augusto-barrios/profil/spieler/187724,275 mil €,,No,Chile,No,Predeterminado
Cristóbal Guerra,13/12/2000,Lateral derecho,Mediocentro,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/cristobal-guerra/profil/spieler/843067,150 mil €,,No,Chile,No,Predeterminado
Guillermo Avello,18/07/1996,Lateral derecho,Lateral izquierdo,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/guillermo-avello/profil/spieler/838419,Sin valor,,No,Chile,No,Predeterminado
Ignacio Ayala,29/11/1997,Lateral derecho,Interior derecho,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/ignacio-ayala/profil/spieler/371822,Sin valor,,No,Chile,No,Predeterminado
Reiner Campos,29/01/2004,Lateral derecho,Extremo derecho,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/reiner-campos/profil/spieler/1274760,Sin valor,,No,Chile,No,Predeterminado
Eduardo Farías,01/01/1989,Pivote,Defensa central,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/eduardo-farias/profil/spieler/89732,250 mil €,,No,Chile,No,Predeterminado
Bastián Araya,17/02/2000,Pivote,Mediocentro,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/bastian-araya/profil/spieler/843734,Sin valor,,No,Chile,No,Predeterminado
Adriano Galleguillos,26/10/2007,Centrocampista,Centrocampista,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/adriano-galleguillos/profil/spieler/1261397,Sin valor,,No,Chile,No,Predeterminado
Mauricio Arias,20/08/2001,Mediocentro,Pivote,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/mauricio-arias/profil/spieler/886065,125 mil €,,No,Chile,No,Predeterminado
Daniel Monardes,11/03/2000,Mediocentro,Extremo derecho,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/daniel-monardes/profil/spieler/742028,75 mil €,,No,Chile,No,Predeterminado
Felipe Báez,27/12/1990,Mediocentro,Pivote,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/felipe-baez/profil/spieler/843072,75 mil €,,No,Chile,No,Predeterminado
Camilo Vilches,15/06/2000,Mediocentro,Mediocentro ofensivo,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/camilo-vilches/profil/spieler/948324,Sin valor,,No,Chile,No,Predeterminado
Fabián Rosales,30/08/2004,Mediocentro,Mediocentro ofensivo,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/fabian-rosales/profil/spieler/1107729,Sin valor,,No,Chile,No,Predeterminado
Mikel Arguinarena,27/06/1991,Mediocentro ofensivo,Mediocentro,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/mikel-arguinarena/profil/spieler/370809,250 mil €,,No,Chile,No,Predeterminado
Nahuel Donadell,30/03/1991,Mediocentro ofensivo,Extremo derecho,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/nahuel-donadell/profil/spieler/176924,100 mil €,,No,Argentina,Si,Predeterminado
Alfredo Rosales,06/01/2008,Mediocentro ofensivo,Mediocentro ofensivo,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/alfredo-rosales/profil/spieler/1253916,Sin valor,,No,Chile,No,Predeterminado
D'Hidier Pereira,15/09/2008,Mediocentro ofensivo,Extremo izquierdo,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/dhidier-pereira/profil/spieler/1268881,Sin valor,,No,Chile,No,Predeterminado
Nicolás Gauna,03/04/1992,Extremo izquierdo,Delantero centro,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/nicolas-gauna/profil/spieler/440105,300 mil €,,No,Argentina,Si,Predeterminado
Jimmy Cisterna,05/04/1993,Extremo izquierdo,Extremo derecho,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/jimmy-cisterna/profil/spieler/251076,200 mil €,,No,Chile,No,Predeterminado
Exequiel Márquez,18/12/1994,Extremo izquierdo,Extremo derecho,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/exequiel-marquez/profil/spieler/645627,200 mil €,,No,Argentina,Si,Predeterminado
Nicolás Rivera,11/01/2002,Extremo izquierdo,Lateral izquierdo,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/nicolas-rivera/profil/spieler/948322,75 mil €,,No,Chile,No,Predeterminado
Sebastián Pérez,03/04/1999,Extremo izquierdo,Delantero centro,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/sebastian-perez/profil/spieler/531994,50 mil €,,No,Chile,No,Predeterminado
Minoban Becerra,18/02/2000,Extremo izquierdo,Delantero centro,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/minoban-becerra/profil/spieler/879234,25 mil €,,No,Chile,No,Predeterminado
Alejandro Azócar,19/10/2000,Extremo derecho,Extremo izquierdo,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/alejandro-azocar/profil/spieler/838833,75 mil €,,No,Chile,No,Predeterminado
Luis Maluenda,20/04/2004,Extremo derecho,Extremo derecho,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/luis-maluenda/profil/spieler/983492,25 mil €,,No,Chile,No,Predeterminado
Jaime Caro,05/06/2003,Extremo derecho,Extremo derecho,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/jaime-caro/profil/spieler/1019590,Sin valor,,No,Chile,No,Predeterminado
Mauricio Godoy,02/04/1997,Extremo derecho,Extremo izquierdo,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/mauricio-godoy/profil/spieler/531993,Sin valor,,No,Chile,No,Predeterminado
Enzo Riquelme,17/03/2004,Extremo derecho,Extremo izquierdo,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/enzo-riquelme/profil/spieler/1178240,Sin valor,,No,Chile,No,Predeterminado
Marcos Camarda,22/11/2000,Delantero centro,Delantero centro,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/marcos-camarda/profil/spieler/792949,400 mil €,,No,Uruguay,Si,Predeterminado
Gustavo Guerreño,17/10/1991,Delantero centro,Extremo izquierdo,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/gustavo-guerreno/profil/spieler/520709,225 mil €,,No,Paraguay,Si,Predeterminado
Bairon Monroy,14/12/1999,Delantero centro,Extremo derecho,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/bairon-monroy/profil/spieler/718790,175 mil €,,No,Chile,No,Predeterminado
Matías Zamora,09/09/1994,Delantero centro,Delantero centro,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/matias-zamora/profil/spieler/682080,125 mil €,,No,Chile,No,Predeterminado
Rodrigo Auzmendi,02/01/2001,Delantero centro,Delantero centro,San Marcos de Arica,Primera B Chile,,https://www.transfermarkt.es/rodrigo-auzmendi/profil/spieler/690727,25 mil €,,No,Argentina,Si,Predeterminado
Milton Álvarez,26/01/1989,Portero,Portero,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/milton-alvarez/profil/spieler/526527,450 mil €,,Si,Argentina,Si,Predeterminado
Matías Bórquez,19/08/1998,Portero,Portero,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/matias-borquez/profil/spieler/622346,Sin valor,,Si,Chile,No,Predeterminado
Fernando Abarzúa,09/02/2003,Portero,Portero,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/fernando-abarzua/profil/spieler/844661,Sin valor,,Si,Chile,No,Predeterminado
Gonzalo Paz,06/06/1993,Defensa central,Lateral izquierdo,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/gonzalo-paz/profil/spieler/564972,325 mil €,,Si,Argentina,Si,Predeterminado
Ricardo Escobar,30/03/1998,Defensa central,Pivote,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/ricardo-escobar/profil/spieler/402283,200 mil €,,Si,Chile,No,Predeterminado
Rodrigo Moreira,15/07/1996,Defensa central,Defensa central,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/rodrigo-moreira/profil/spieler/294878,175 mil €,,Si,Argentina,Si,Predeterminado
Fernando Moreyra,09/08/1990,Defensa central,Lateral izquierdo,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/fernando-moreyra/profil/spieler/563510,75 mil €,,Si,Argentina,Si,Predeterminado
Rodrigo Brito,23/02/1983,Defensa central,Defensa central,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/rodrigo-brito/profil/spieler/89797,25 mil €,,Si,Chile,No,Predeterminado
Felipe Fritz,23/09/1997,Lateral izquierdo,Extremo izquierdo,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/felipe-fritz/profil/spieler/386439,450 mil €,,Si,Chile,No,Predeterminado
Alan Riquelme,07/12/2003,Lateral izquierdo,Lateral izquierdo,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/alan-riquelme/profil/spieler/1053211,50 mil €,,Si,Chile,No,Predeterminado
Zacarías Abuhadba,20/07/2005,Lateral izquierdo,Interior izquierdo,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/zacarias-abuhadba/profil/spieler/1059232,Sin valor,,Si,Palestina,Si,Predeterminado
Guillermo Avello,18/07/1996,Lateral derecho,Lateral izquierdo,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/guillermo-avello/profil/spieler/838419,Sin valor,,Si,Chile,No,Predeterminado
Carlos Morales,21/07/2000,Lateral derecho,Extremo derecho,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/carlos-morales/profil/spieler/884310,Sin valor,,Si,Chile,No,Predeterminado
Nicolás Muñoz,22/07/1998,Lateral derecho,Mediocentro,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/nicolas-munoz/profil/spieler/717689,Sin valor,,Si,Chile,No,Predeterminado
Luis Cabrera,07/01/1994,Pivote,Mediocentro,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/luis-cabrera/profil/spieler/181483,350 mil €,,Si,Chile,No,Predeterminado
Alonso Rodríguez,08/06/1998,Pivote,Defensa central,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/alonso-rodriguez/profil/spieler/491422,300 mil €,,Si,Chile,No,Predeterminado
Francisco Silva,11/02/1986,Pivote,Mediocentro,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/francisco-silva/profil/spieler/84870,Sin valor,,Si,Chile,No,Predeterminado
Gabriel Pinto,25/02/2005,Pivote,Mediocentro,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/gabriel-pinto/profil/spieler/1150009,Sin valor,,Si,Chile,No,Predeterminado
Branco Provoste,14/04/2000,Mediocentro,Mediocentro ofensivo,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/branco-provoste/profil/spieler/461622,400 mil €,,Si,Chile,No,Predeterminado
Álvaro Césped,10/10/1991,Mediocentro,Pivote,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/alvaro-cesped/profil/spieler/171268,125 mil €,,Si,Chile,No,Predeterminado
Joaquín Abdala,19/01/2000,Mediocentro,Mediocentro ofensivo,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/joaquin-abdala/profil/spieler/732505,50 mil €,,Si,Palestina,Si,Predeterminado
Kevin Mundaca,05/04/2000,Mediocentro ofensivo,Extremo derecho,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/kevin-mundaca/profil/spieler/736528,25 mil €,,Si,Chile,No,Predeterminado
Renato Díaz,07/07/2004,Mediocentro ofensivo,Mediocentro,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/renato-diaz/profil/spieler/1024903,Sin valor,,Si,Chile,No,Predeterminado
Tomás Ramírez,19/12/2003,Mediocentro ofensivo,Mediocentro ofensivo,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/tomas-ramirez/profil/spieler/1240512,Sin valor,,Si,Argentina,Si,Predeterminado
Daniel Castro,27/04/1994,Extremo izquierdo,Delantero centro,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/daniel-castro/profil/spieler/573833,150 mil €,,Si,Chile,No,Predeterminado
Nicolás Matamoros,19/02/2004,Extremo izquierdo,Mediocentro ofensivo,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/nicolas-matamoros/profil/spieler/1032492,Sin valor,,Si,Chile,No,Predeterminado
Facundo Juárez,08/11/1993,Extremo derecho,Mediocentro ofensivo,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/facundo-juarez/profil/spieler/533564,200 mil €,,Si,Argentina,Si,Predeterminado
Felipe Flores,09/01/1987,Delantero centro,Extremo izquierdo,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/felipe-flores/profil/spieler/80736,175 mil €,,Si,Chile,No,Predeterminado
Renato Tarifeño,06/09/1996,Delantero centro,Extremo izquierdo,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/renato-tarifeno/profil/spieler/460877,150 mil €,,Si,Chile,No,Predeterminado
Aldrix Jara,08/09/2000,Delantero centro,Extremo izquierdo,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/aldrix-jara/profil/spieler/841844,100 mil €,,Si,Chile,No,Predeterminado
Nelson Da Silva,25/08/1996,Delantero centro,Mediapunta,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/nelson-da-silva/profil/spieler/456950,Sin valor,,Si,Argentina,Si,Predeterminado
Martín Cárcamo,17/12/2003,Delantero centro,Delantero centro,Deportes Limache,Primera B Chile,,https://www.transfermarkt.es/martin-carcamo/profil/spieler/1108158,Sin valor,,Si,Chile,No,Predeterminado
Jaime Vargas,28/10/2004,Portero,Portero,Deportes Recoleta,Primera B Chile,,https://www.transfermarkt.es/jaime-vargas/profil/spieler/1002042,25 mil €,,No,Chile,No,Predeterminado
José Narr,01/09/2003,Portero,Portero,Deportes Recoleta,Primera B Chile,,https://www.transfermarkt.es/jose-narr/profil/spieler/1041288,25 mil €,,No,Chile,No,Predeterminado
Jonathan Salvador,09/09/1991,Portero,Portero,Deportes Recoleta,Primera B Chile,,https://www.transfermarkt.es/jonathan-salvador/profil/spieler/242400,Sin valor,,No,Chile,No,Predeterminado
Ignacio Sáez,04/09/2005,Portero,Portero,Deportes Recoleta,Primera B Chile,,https://www.transfermarkt.es/ignacio-saez/profil/spieler/1003912,Sin valor,,No,Chile,No,Predeterminado
Christian Cepeda,05/02/1991,Defensa central,Defensa central,Deportes Recoleta,Primera B Chile,,https://www.transfermarkt.es/christian-cepeda/profil/spieler/267673,250 mil €,,No,Argentina,Si,Predeterminado
Francisco Sepúlveda,03/09/1991,Defensa central,Lateral derecho,Deportes Recoleta,Primera B Chile,,https://www.transfermarkt.es/francisco-sepulveda/profil/spieler/176856,225 mil €,,No,Chile,No,Predeterminado
Fernando Cornejo Padilla,13/04/1994,Defensa central,Defensa central,Deportes Recoleta,Primera B Chile,,https://www.transfermarkt.es/fernando-cornejo-padilla/profil/spieler/364371,175 mil €,,No,Chile,No,Predeterminado
Alberto Hernández,17/11/1998,Defensa central,Defensa central,Deportes Recoleta,Primera B Chile,,https://www.transfermarkt.es/alberto-hernandez/profil/spieler/844739,Sin valor,,No,Chile,No,Predeterminado
Ignacio Lara,07/06/1996,Lateral izquierdo,Interior izquierdo,Deportes Recoleta,Primera B Chile,,https://www.transfermarkt.es/ignacio-lara/profil/spieler/453811,200 mil €,,No,Chile,No,Predeterminado
Marcelo Flores,10/12/2001,Lateral izquierdo,Lateral izquierdo,Deportes Recoleta,Primera B Chile,,https://www.transfermarkt.es/marcelo-flores/profil/spieler/844690,Sin valor,,No,Chile,No,Predeterminado
Víctor Retamal,06/03/1998,Lateral derecho,Mediocentro,Deportes Recoleta,Primera B Chile,,https://www.transfermarkt.es/victor-retamal/profil/spieler/567415,250 mil €,,No,Chile,No,Predeterminado
Claudio Servetti,28/11/1994,Lateral derecho,Defensa central,Deportes Recoleta,Primera B Chile,,https://www.transfermarkt.es/claudio-servetti/profil/spieler/488556,200 mil €,,No,Uruguay,Si,Predeterminado
Daniel Viveros,17/01/2001,Lateral derecho,Defensa central,Deportes Recoleta,Primera B Chile,,https://www.transfermarkt.es/daniel-viveros/profil/spieler/586686,75 mil €,,No,Chile,No,Predeterminado
Federico Martin,06/02/1991,Pivote,Mediocentro,Deportes Recoleta,Primera B Chile,,https://www.transfermarkt.es/federico-martin/profil/spieler/562439,200 mil €,,No,Argentina,Si,Predeterminado
Franco Ragusa,11/01/1993,Mediocentro,Mediocentro ofensivo,Deportes Recoleta,Primera B Chile,,https://www.transfermarkt.es/franco-ragusa/profil/spieler/138982,375 mil €,,No,Chile,No,Predeterminado
Cristóbal Marín,03/06/1994,Mediocentro,Lateral izquierdo,Deportes Recoleta,Primera B Chile,,https://www.transfermarkt.es/cristobal-marin/profil/spieler/534971,250 mil €,,No,Chile,No,Predeterminado
Nicolás Carvajal,17/06/1997,Mediocentro,Mediocentro ofensivo,Deportes Recoleta,Primera B Chile,,https://www.transfermarkt.es/nicolas-carvajal/profil/spieler/534291,175 mil €,,No,Chile,No,Predeterminado
Ricardo Sánchez,09/05/1999,Mediocentro,Mediocentro ofensivo,Deportes Recoleta,Primera B Chile,,https://www.transfermarkt.es/ricardo-sanchez/profil/spieler/843089,50 mil €,,No,Chile,No,Predeterminado
José Mauricio Delgado,01/08/2001,Mediocentro ofensivo,Extremo izquierdo,Deportes Recoleta,Primera B Chile,,https://www.transfermarkt.es/jose-mauricio-delgado/profil/spieler/1140746,Sin valor,,No,Colombia,Si,Predeterminado
Víctor Campos,24/09/1997,Extremo izquierdo,Mediocentro ofensivo,Deportes Recoleta,Primera B Chile,,https://www.transfermarkt.es/victor-campos/profil/spieler/371821,100 mil €,,No,Chile,No,Predeterminado
Christopher Navarro,02/10/2002,Extremo derecho,Lateral derecho,Deportes Recoleta,Primera B Chile,,https://www.transfermarkt.es/christopher-navarro/profil/spieler/1002050,25 mil €,,No,Chile,No,Predeterminado
Ignacio Fuenzalida,07/08/2002,Extremo derecho,Extremo izquierdo,Deportes Recoleta,Primera B Chile,,https://www.transfermarkt.es/ignacio-fuenzalida/profil/spieler/1005966,Sin valor,,No,Chile,No,Predeterminado
Germán Estigarribia,06/03/1997,Delantero centro,Extremo derecho,Deportes Recoleta,Primera B Chile,,https://www.transfermarkt.es/german-estigarribia/profil/spieler/526865,425 mil €,,No,Argentina,Si,Predeterminado
Óscar Salinas,26/06/1988,Delantero centro,Extremo izquierdo,Deportes Recoleta,Primera B Chile,,https://www.transfermarkt.es/oscar-salinas/profil/spieler/156147,275 mil €,,No,Chile,No,Predeterminado
Roberto Riveros,27/02/1996,Delantero centro,Extremo izquierdo,Deportes Recoleta,Primera B Chile,,https://www.transfermarkt.es/roberto-riveros/profil/spieler/342205,250 mil €,,No,Chile,No,Predeterminado
Camilo Ponce,18/02/1991,Delantero centro,Delantero centro,Deportes Recoleta,Primera B Chile,,https://www.transfermarkt.es/camilo-ponce/profil/spieler/128495,150 mil €,,No,Chile,No,Predeterminado
Nicolás Barrera,22/11/1994,Delantero centro,Delantero centro,Deportes Recoleta,Primera B Chile,,https://www.transfermarkt.es/nicolas-barrera/profil/spieler/717286,Sin valor,,No,Chile,No,Predeterminado
Víctor Vásquez,15/08/2004,Delantero centro,Extremo derecho,Deportes Recoleta,Primera B Chile,,https://www.transfermarkt.es/victor-vasquez/profil/spieler/1232502,Sin valor,,No,Chile,No,Predeterminado
Óscar Andrés Castillo Mateluna,08/10/2004,Portero,Portero,Melipilla,Segunda División Chile,,https://el.soccerway.com/players/oscar-andres-castillo-mateluna/965817/,Sin Valor,,No,Chile,No,Predeterminado
Dario Esteban Melo Pulgar,24/03/1994,Portero,Portero,Melipilla,Segunda División Chile,,https://el.soccerway.com/players/dario-melo/174289/,Sin Valor,,No,Chile,No,Predeterminado
